Timestamp,CO2_ppm,Temperature_C,Humidity_%RH,AQI,TVOC_ppb,eCO2_ppm,H2_ppm,H2S_ppm,NH3_ppm,CH4_ppm,CO_ppm
11/14/2024 13:03:39,664,29.60,29.37,3,385,830,51.61,0.38,2.08,0.00,13.68
11/14/2024 13:03:40,664,29.47,29.56,3,416,840,51.61,0.37,2.10,0.00,13.38
11/14/2024 13:03:41,664,29.47,29.56,3,428,844,51.78,0.38,2.12,0.00,12.99
11/14/2024 13:03:42,664,29.47,29.56,3,399,834,51.78,0.38,2.14,0.00,12.70
11/14/2024 13:03:43,664,29.47,29.56,3,388,831,51.94,0.37,2.08,0.00,12.51
11/14/2024 13:03:45,665,29.31,29.71,3,384,829,51.78,0.38,2.10,0.00,12.14
11/14/2024 13:03:46,665,29.31,29.71,3,402,835,51.78,0.39,2.12,0.00,12.05
11/14/2024 13:03:47,665,29.31,29.71,3,405,836,51.78,0.39,2.12,0.00,11.77
11/14/2024 13:03:48,665,29.31,29.71,3,400,835,51.61,0.38,2.12,0.00,11.59
11/14/2024 13:03:49,665,29.31,29.71,3,411,838,51.78,0.39,2.12,0.00,11.42
11/14/2024 13:03:50,661,29.20,29.88,3,408,837,51.78,0.38,2.10,0.00,11.24
11/14/2024 13:03:51,661,29.20,29.88,3,412,839,51.94,0.39,2.14,0.00,11.07
11/14/2024 13:03:52,661,29.20,29.88,3,408,837,51.78,0.39,2.14,0.00,10.98
11/14/2024 13:03:53,661,29.20,29.88,3,410,838,51.94,0.38,2.16,0.00,10.89
11/14/2024 13:03:54,661,29.20,29.88,3,420,841,51.61,0.39,2.12,0.00,10.72
11/14/2024 13:03:55,662,29.08,30.02,3,399,835,51.78,0.40,2.14,0.00,10.72
11/14/2024 13:03:56,662,29.08,30.02,3,393,833,51.78,0.39,2.16,0.00,10.56
11/14/2024 13:03:57,662,29.08,30.02,3,396,834,52.27,0.38,2.12,0.00,10.56
11/14/2024 13:03:58,662,29.08,30.02,3,380,828,51.78,0.39,2.14,0.00,10.31
11/14/2024 13:03:59,661,28.96,30.14,3,397,834,51.61,0.39,2.16,0.00,10.23
11/14/2024 13:04:00,661,28.96,30.14,3,412,839,51.78,0.39,2.16,0.00,10.06
11/14/2024 13:04:01,661,28.96,30.14,3,399,834,51.78,0.40,2.19,0.00,10.14
11/14/2024 13:04:02,661,28.96,30.14,3,413,839,52.44,0.39,2.19,0.00,10.14
11/14/2024 13:04:03,661,28.96,30.14,3,396,833,51.61,0.40,2.14,0.00,9.98
11/14/2024 13:04:04,661,28.87,30.34,3,383,829,51.61,0.38,2.16,0.00,10.06
11/14/2024 13:04:05,661,28.87,30.34,3,391,832,51.94,0.39,2.16,0.00,9.90
11/14/2024 13:04:06,661,28.87,30.34,3,412,838,51.78,0.40,2.14,0.00,9.74
11/14/2024 13:04:08,661,28.87,30.34,3,383,829,51.61,0.39,2.21,0.00,9.67
11/14/2024 13:04:09,661,28.87,30.34,3,389,831,51.78,0.39,2.21,0.00,9.67
11/14/2024 13:04:10,664,28.77,30.51,3,382,829,51.78,0.39,2.14,0.00,9.59
11/14/2024 13:04:11,664,28.77,30.51,3,380,828,51.61,0.38,2.19,0.00,9.74
11/14/2024 13:04:12,664,28.77,30.51,3,392,832,51.94,0.40,2.23,0.00,9.43
11/14/2024 13:04:13,664,28.77,30.51,3,377,827,51.78,0.39,2.14,0.00,9.51
11/14/2024 13:04:14,665,28.63,30.52,3,402,835,51.78,0.39,2.19,0.00,9.51
11/14/2024 13:04:15,665,28.63,30.52,3,393,832,51.94,0.39,2.19,0.00,9.51
11/14/2024 13:04:16,665,28.63,30.52,3,386,830,51.78,0.39,2.21,0.00,9.35
11/14/2024 13:04:17,665,28.63,30.52,3,386,830,51.45,0.40,2.25,0.00,9.35
11/14/2024 13:04:18,665,28.63,30.52,3,386,830,51.45,0.38,2.16,0.00,9.51
11/14/2024 13:04:19,666,28.52,30.74,3,368,824,51.94,0.39,2.19,0.00,9.28
11/14/2024 13:04:20,666,28.52,30.74,3,390,831,51.61,0.39,2.23,0.00,9.28
11/14/2024 13:04:21,666,28.52,30.74,3,387,830,51.94,0.40,2.16,0.00,9.13
11/14/2024 13:04:22,666,28.52,30.74,3,396,833,51.45,0.40,2.19,0.00,9.13
11/14/2024 13:04:23,666,28.52,30.74,3,378,827,51.78,0.39,2.16,0.00,9.13
11/14/2024 13:04:24,663,28.41,30.80,3,390,831,51.94,0.39,2.16,0.00,9.13
11/14/2024 13:04:25,663,28.41,30.80,3,387,831,51.78,0.39,2.19,0.00,9.05
11/14/2024 13:04:26,663,28.41,30.80,3,391,832,51.78,0.39,2.21,0.00,9.05
11/14/2024 13:04:27,663,28.41,30.80,3,388,831,51.78,0.39,2.21,0.00,8.98
11/14/2024 13:04:28,663,28.33,30.90,3,379,828,51.94,0.39,2.16,0.00,9.13
11/14/2024 13:04:29,663,28.33,30.90,3,367,824,51.61,0.39,2.19,0.00,9.05
11/14/2024 13:04:30,663,28.33,30.90,3,384,830,52.11,0.39,2.19,0.00,8.98
11/14/2024 13:04:32,663,28.33,30.90,3,395,833,51.78,0.41,2.19,0.00,9.05
11/14/2024 13:04:33,663,28.33,30.90,3,379,828,51.78,0.39,2.14,0.00,8.98
11/14/2024 13:04:34,663,28.27,30.93,3,368,824,51.78,0.39,2.19,0.00,8.90
11/14/2024 13:04:35,663,28.27,30.93,3,376,827,51.78,0.39,2.21,0.00,8.98
11/14/2024 13:04:36,663,28.27,30.93,3,399,834,51.61,0.38,2.21,0.00,8.98
11/14/2024 13:04:37,663,28.27,30.93,3,387,830,52.27,0.40,2.19,0.00,9.05
11/14/2024 13:04:38,663,28.27,30.93,3,390,831,51.94,0.40,2.16,0.00,8.83
11/14/2024 13:04:39,665,28.21,31.04,3,387,830,51.94,0.40,2.19,0.00,8.83
11/14/2024 13:04:40,665,28.21,31.04,3,375,826,51.61,0.40,2.21,0.00,8.83
11/14/2024 13:04:41,665,28.21,31.04,3,387,831,52.11,0.40,2.19,0.00,8.83
11/14/2024 13:04:42,665,28.21,31.04,3,375,826,51.12,0.38,2.10,19.18,0.00
11/14/2024 13:04:43,664,28.14,31.04,3,407,837,51.61,0.38,2.14,13.54,0.00
11/14/2024 13:04:44,664,28.14,31.04,3,402,835,51.94,0.38,2.12,8.95,0.00
11/14/2024 13:04:45,664,28.14,31.04,3,400,835,52.27,0.38,2.16,5.49,0.00
11/14/2024 13:04:46,664,28.14,31.04,3,383,829,52.11,0.39,2.12,3.52,0.00
11/14/2024 13:04:47,664,28.14,31.04,3,386,830,52.11,0.37,2.16,2.38,0.00
11/14/2024 13:04:48,664,28.12,31.14,3,371,825,52.44,0.38,2.16,1.67,0.00
11/14/2024 13:04:49,664,28.12,31.14,3,382,829,52.27,0.38,2.16,1.12,0.00
11/14/2024 13:04:50,664,28.12,31.14,3,390,832,52.77,0.39,2.14,0.82,0.00
11/14/2024 13:04:51,664,28.12,31.14,3,376,827,52.60,0.37,2.16,0.68,0.00
11/14/2024 13:04:52,665,28.05,31.15,3,380,828,52.11,0.36,2.14,0.50,0.00
11/14/2024 13:04:53,665,28.05,31.15,3,382,829,52.44,0.36,2.16,0.40,0.00
11/14/2024 13:04:55,665,28.05,31.15,3,403,836,52.27,0.37,2.14,0.32,0.00
11/14/2024 13:04:56,665,28.05,31.15,3,362,822,52.77,0.37,2.12,0.33,0.00
11/14/2024 13:04:57,665,28.05,31.15,3,393,832,52.27,0.35,2.14,0.27,0.00
11/14/2024 13:04:58,668,27.98,31.18,3,389,831,52.44,0.36,2.06,0.25,0.00
11/14/2024 13:04:59,668,27.98,31.18,3,378,827,52.44,0.35,2.10,0.22,0.00
11/14/2024 13:05:00,668,27.98,31.18,3,375,827,52.60,0.36,2.08,0.20,0.00
11/14/2024 13:05:01,668,27.98,31.18,3,394,833,52.44,0.36,2.10,0.18,0.00
11/14/2024 13:05:02,668,27.98,31.18,3,394,833,52.27,0.35,2.06,0.18,0.00
11/14/2024 13:05:03,671,27.93,31.23,3,390,831,52.44,0.36,2.06,0.17,0.00
11/14/2024 13:05:04,671,27.93,31.23,3,382,829,52.44,0.35,2.06,0.15,0.00
11/14/2024 13:05:05,671,27.93,31.23,3,399,834,52.44,0.34,2.08,0.18,0.00
11/14/2024 13:05:06,671,27.93,31.23,3,397,834,52.11,0.35,2.04,0.15,0.00
11/14/2024 13:05:07,669,27.87,31.32,3,407,837,52.11,0.34,2.00,0.15,0.00
11/14/2024 13:05:08,669,27.87,31.32,3,388,831,52.11,0.33,2.04,0.15,0.00
11/14/2024 13:05:09,669,27.87,31.32,3,371,825,52.27,0.34,2.02,0.14,0.00
11/14/2024 13:05:10,669,27.87,31.32,3,387,830,52.60,0.34,2.02,0.14,0.00
11/14/2024 13:05:11,669,27.87,31.32,3,360,821,52.11,0.33,2.02,0.13,0.00
11/14/2024 13:05:12,668,27.81,31.36,3,413,839,51.94,0.34,2.00,0.14,0.00
11/14/2024 13:05:13,668,27.81,31.36,3,379,828,52.11,0.34,1.98,0.13,0.00
11/14/2024 13:05:14,668,27.81,31.36,3,395,833,52.11,0.34,2.00,0.13,0.00
11/14/2024 13:05:15,668,27.81,31.36,3,379,828,52.27,0.34,2.02,0.13,0.00
11/14/2024 13:05:16,668,27.81,31.36,3,391,832,51.94,0.34,1.98,0.14,0.00
11/14/2024 13:05:17,668,27.80,31.37,3,378,828,51.78,0.34,2.00,0.13,0.00
11/14/2024 13:05:19,668,27.80,31.37,3,398,834,52.11,0.34,1.96,0.13,0.00
11/14/2024 13:05:20,668,27.80,31.37,3,396,833,52.27,0.34,1.96,0.14,0.00
11/14/2024 13:05:21,668,27.80,31.37,3,384,829,51.61,0.33,1.96,0.14,0.00
11/14/2024 13:05:22,667,27.80,31.32,3,405,836,52.11,0.33,1.94,0.13,0.00
11/14/2024 13:05:23,667,27.80,31.32,3,400,835,51.78,0.33,1.96,0.13,0.00
11/14/2024 13:05:24,667,27.80,31.32,3,382,829,51.61,0.34,1.98,0.14,0.00
11/14/2024 13:05:25,667,27.80,31.32,3,372,825,51.94,0.34,1.98,0.13,0.00
11/14/2024 13:05:26,667,27.80,31.32,3,370,825,51.78,0.33,1.96,0.13,0.00
11/14/2024 13:05:27,668,27.84,31.40,3,377,827,51.45,0.33,1.96,0.14,0.00
11/14/2024 13:05:28,668,27.84,31.40,3,370,825,51.78,0.33,1.94,0.13,0.00
11/14/2024 13:05:29,668,27.84,31.40,3,362,822,51.78,0.33,1.94,0.13,0.00
11/14/2024 13:05:30,668,27.84,31.40,3,392,832,51.94,0.33,1.92,0.14,0.00
11/14/2024 13:05:31,668,27.84,31.40,3,401,835,51.94,0.33,1.92,0.13,0.00
11/14/2024 13:05:32,669,27.87,31.35,3,365,823,51.29,0.33,1.94,0.14,0.00
11/14/2024 13:05:33,669,27.87,31.35,3,379,828,51.61,0.33,1.94,0.13,0.00
11/14/2024 13:05:34,669,27.87,31.35,3,393,832,51.78,0.34,1.94,0.13,0.00
11/14/2024 13:05:35,669,27.87,31.35,3,386,830,51.94,0.32,1.94,0.13,0.00
11/14/2024 13:05:36,669,27.89,31.27,3,372,826,51.45,0.32,1.94,0.13,0.00
11/14/2024 13:05:37,669,27.89,31.27,3,374,826,51.45,0.33,1.92,0.13,0.00
11/14/2024 13:05:38,669,27.89,31.27,3,368,824,51.29,0.32,1.94,0.15,0.00
11/14/2024 13:05:39,669,27.89,31.27,3,385,830,51.78,0.33,1.92,0.15,0.00
11/14/2024 13:05:40,669,27.89,31.27,3,382,829,51.61,0.33,1.90,0.13,0.00
11/14/2024 13:05:41,669,27.90,31.27,3,395,833,51.29,0.32,1.90,0.13,0.00
11/14/2024 13:05:43,669,27.90,31.27,3,385,830,52.27,0.34,2.04,0.00,0.23
11/14/2024 13:05:44,669,27.90,31.27,3,376,827,51.61,0.34,2.00,0.00,0.52
11/14/2024 13:05:45,669,27.90,31.27,3,388,831,51.45,0.34,1.94,0.00,1.46
11/14/2024 13:05:46,669,27.90,31.27,3,383,829,51.45,0.33,1.94,0.00,3.45
11/14/2024 13:05:47,671,27.99,31.27,3,384,829,51.29,0.34,1.92,0.00,7.31
11/14/2024 13:05:48,671,27.99,31.27,3,382,829,51.12,0.33,1.96,0.00,12.60
11/14/2024 13:05:49,671,27.99,31.27,3,371,825,51.45,0.33,1.96,0.00,18.76
11/14/2024 13:05:50,671,27.99,31.27,3,388,831,50.96,0.34,1.92,0.00,24.04
11/14/2024 13:05:51,669,27.99,31.29,3,366,823,51.12,0.34,1.94,0.00,27.91
11/14/2024 13:05:52,669,27.99,31.29,3,385,830,50.96,0.33,1.94,0.00,29.65
11/14/2024 13:05:53,669,27.99,31.29,3,355,820,50.79,0.34,1.92,0.00,29.83
11/14/2024 13:05:54,669,27.99,31.29,3,385,830,51.45,0.34,1.94,0.00,29.12
11/14/2024 13:05:55,669,27.99,31.29,3,384,829,51.12,0.33,1.92,0.00,27.06
11/14/2024 13:05:56,669,27.96,31.29,3,390,831,50.46,0.34,1.96,0.00,25.28
11/14/2024 13:05:57,669,27.96,31.29,3,381,828,50.96,0.34,1.94,0.00,23.14
11/14/2024 13:05:58,669,27.96,31.29,3,369,824,51.29,0.34,1.96,0.00,21.42
11/14/2024 13:05:59,669,27.96,31.29,3,389,831,50.79,0.35,1.96,0.00,19.66
11/14/2024 13:06:00,669,27.96,31.29,3,386,830,50.79,0.35,1.94,0.00,18.39
11/14/2024 13:06:01,670,27.94,31.31,3,401,835,50.96,0.35,1.96,0.00,17.41
11/14/2024 13:06:02,670,27.94,31.31,3,374,826,50.96,0.35,1.98,0.00,16.25
11/14/2024 13:06:03,670,27.94,31.31,3,384,829,50.96,0.35,2.02,0.00,15.80
11/14/2024 13:06:04,670,27.94,31.31,3,406,837,50.63,0.35,1.98,0.00,14.50
11/14/2024 13:06:06,669,27.91,31.34,3,372,825,50.63,0.35,2.00,0.00,13.88
11/14/2024 13:06:07,669,27.91,31.34,3,377,827,50.96,0.36,1.98,0.00,13.38
11/14/2024 13:06:08,669,27.91,31.34,3,372,826,50.79,0.35,2.00,0.00,12.99
11/14/2024 13:06:09,669,27.91,31.34,3,372,825,50.96,0.37,2.08,0.00,12.32
11/14/2024 13:06:10,669,27.91,31.34,3,387,830,50.63,0.36,2.04,0.00,12.51
11/14/2024 13:06:11,668,27.82,31.38,3,382,829,50.79,0.37,2.06,0.00,12.14
11/14/2024 13:06:12,668,27.82,31.38,3,380,828,51.29,0.37,2.06,0.00,11.68
11/14/2024 13:06:13,668,27.82,31.38,3,375,826,50.96,0.36,2.04,0.00,11.59
11/14/2024 13:06:14,668,27.82,31.38,3,391,832,50.96,0.37,2.04,0.00,11.24
11/14/2024 13:06:15,668,27.82,31.38,3,382,829,50.63,0.37,2.02,0.00,10.98
